Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,28.7,86,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,31.3,91,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,30.1,89,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,28.0,84,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,25.5,79,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,17.7,63,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,14.3,56,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,15.6,58,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,20.3,68,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,18.6,65,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,20.3,68,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,20.1,68,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,23.0,74,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,24.0,76,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,18.5,64,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,16.7,61,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,17.3,62,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,18.1,64,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,24.0,76,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,29.0,87,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,32.0,93,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,32.5,94,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,31.7,92,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,34.3,98,Moderate,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,36.6,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,35.8,102,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,27.4,83,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,24.7,77,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,26.8,82,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,32.4,94,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,43.7,121,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,42.3,118,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,32.6,94,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,29.3,87,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,30.6,90,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,29.3,87,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,30.1,89,Moderate,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,29.5,88,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,26.7,82,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,26.8,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,26.9,82,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,24.9,78,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,31.7,92,Moderate,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,37.8,107,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,36.9,104,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,32.6,94,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,32.3,93,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,29.8,88,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,28.4,85,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,27.6,84,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,28.7,86,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,25.3,79,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,25.1,78,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,25.5,79,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,25.4,79,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,27.6,84,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,38.3,108,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,47.6,131,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,54.8,149,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,54.4,148,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,53.2,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,54.1,147,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,51.5,140,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,53.2,145,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,52.1,142,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,46.5,128,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,40.1,112,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,33.8,97,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,30.4,89,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,26.7,82,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,29.3,87,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,33.6,96,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,39.8,112,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,43.4,120,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,40.2,113,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,39.1,110,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,36.5,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,31.7,92,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,30.3,89,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,37.1,105,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,37.5,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,40.9,114,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,49.4,135,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,50.2,137,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,46.6,128,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,47.8,131,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,42.9,119,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,39.4,111,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,34.7,99,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,40.8,114,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,44.1,122,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,43.1,120,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,38.3,108,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,37.2,105,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,28.5,85,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,28.2,85,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,24.6,77,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,41.8,117,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,57.9,152,Unhealthy,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,71.9,159,Unhealthy,86.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,82.4,165,Unhealthy,93.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,92.2,170,Unhealthy,102.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,112.1,180,Unhealthy,132.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,101.0,174,Unhealthy,90.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,90.0,169,Unhealthy,79.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,96.0,172,Unhealthy,102.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,89.0,168,Unhealthy,82.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,71.0,159,Unhealthy,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,66.0,156,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,53.0,144,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,43.4,120,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,33.2,95,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,27.6,84,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,28.2,85,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,34.6,98,Moderate,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,36.8,104,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,33.4,96,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,31.6,92,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,29.8,88,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,26.9,82,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,25.2,79,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,26.5,81,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,29.5,88,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,28.8,86,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,31.5,92,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,40.4,113,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,46.7,129,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,52.8,144,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,53.4,145,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,44.7,124,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,38.3,108,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,31.6,92,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,28.3,85,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,27.6,84,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,25.3,79,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,25.1,78,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,23.0,74,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,22.5,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,20.2,68,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,21.1,70,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,20.0,68,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,22.7,73,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,23.9,76,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,24.9,78,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,24.6,77,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,23.0,74,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,21.3,70,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,21.5,71,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,24.3,77,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,30.5,90,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,31.7,92,Moderate,33.0,UG/M3,1 Hr,Valid
